id,title,author,rating,tags,platform
715,丝路大亨,克里斯韦伯,1.7,科幻、经商、历史,起点读书
716,绝对死亡游戏,俺有两杆大狙,3.4,都市、无限流、惊悚,微信读书
717,异度降临时,极冷,3.2,悬疑、科幻、末世,微信读书
718,剥削好莱坞1980,莫斯科钳工果沙,2.8,悬疑、影视、穿越,起点读书
719,无限沸腾,相思洗红豆,2.6,历史、无限流、热血,Kindle 商店
720,文艺生活,薪越,3.2,都市、文艺、都市,番茄小说
721,天谴之心,荆柯守,3.4,都市、玄幻、权谋,起点读书
722,[综武侠]故国神游,城里老鼠,3.7,武侠、武侠、综漫,Kindle 商店
723,明克街13号,纯洁滴小龙,2.5,悬疑、悬疑、灵异,微信读书
724,我能看见状态栏,罗三观.CS,3.0,历史、系统、异能,番茄小说
725,最强弃少,鹅是老五,2.0,历史、修真、逆袭,起点读书
726,笑傲之华山,湛湛青天,3.8,武侠、武侠、同人,微信读书
727,莽荒纪,我吃西红柿,3.0,历史、玄幻、修真,微信读书
728,末日拼图游戏,更从心,3.0,科幻、末世、推理,微信读书
729,苍青之剑,幽祝,3.0,悬疑、玄幻、剑修,番茄小说
730,长生界,辰东,3.5,玄幻、玄幻、神话,番茄小说
731,重生之大英雄,沧海煮成酒,3.6,都市、重生、都市,微信读书
732,奥古斯都之路,幸运的苏拉,3.0,武侠、历史、西方,微信读书
733,大逆转1906,神圣智狼,3.4,都市、历史、穿越,番茄小说
734,焚天,流浪的蛤蟆,3.3,悬疑、玄幻、修真,QQ 阅读
735,重生之都市修仙,十里剑神,2.1,"玄幻, 都市、修仙、都市",Kindle 商店
736,鹿妖逐鹿,苍山大虫,3.0,武侠、玄幻、妖怪,QQ 阅读
737,道辟九霄,太上真君,3.0,悬疑、修真、玄幻,Kindle 商店
738,泽天记,Raywood,4.0,都市、玄幻、冒险,QQ 阅读
739,这不是娱乐,睡觉会变白,3.2,武侠、娱乐、都市,QQ 阅读
740,时间掠夺,钦定,3.0,科幻、科幻、时间,QQ 阅读
741,天下豪商,大罗罗,2.3,历史、经商、历史,Kindle 商店
742,早安！三国打工人,蒿里茫茫,3.4,玄幻、三国、职场,微信读书
743,异世龙蛇,剑扼虚空,2.9,武侠、玄幻、异世,QQ 阅读
744,战国逆风记,荆柯守,4.0,悬疑、历史、战国,起点读书
745,废土崛起,通吃道人.QD,2.2,武侠、废土、末世,番茄小说
746,史上第一掌门,冥域天使,3.1,都市、修真、门派,番茄小说
747,一刀劈开生死路,夜与雪,2.8,武侠、武侠、热血,起点读书
748,临时监护人,海底漫步者,3.3,悬疑、都市、情感,QQ 阅读
749,天才医生,柳下挥,3.4,玄幻、医学、都市,番茄小说
750,人生长恨水长东,水明石,4.4,悬疑、言情、悲剧,QQ 阅读
751,复活之战斗在第三帝国,锋锐,3.6,玄幻、二战、穿越,起点读书
752,?异界征服手册,烈鹰少校,2.9,武侠、异界、战争,起点读书
753,谜案追凶,饭团桃子控,3.6,都市、推理、悬疑,起点读书
754,咸鱼的自救攻略,貌似高手,2.6,历史、系统、逆袭,QQ 阅读
755,彩色收集系统,我渴望力量,2.8,历史、系统、收集,QQ 阅读
756,世界那么大,末子浪们哪个,3.4,悬疑、旅行、都市,QQ 阅读
757,带着网咖回1950,一斤小鳄梨,3.0,玄幻、穿越、年代,QQ 阅读
758,心有不甘,三水小草,4.0,科幻、言情、现实,QQ 阅读
759,姑娘你不对劲啊,幽祝,2.5,玄幻、玄幻、搞笑,QQ 阅读
760,穿到明朝考科举,五色龙章,3.2,悬疑、穿越、科举,微信读书
761,匠心,沙包,3.4,历史、职场、励志,微信读书
762,饲养全人类,三百斤的微笑,2.8,玄幻、科幻、养成,起点读书
763,万千之心,滚开,2.9,科幻、玄幻、无限流,QQ 阅读
764,北宋穿越指南,王梓钧,3.0,历史、穿越、宋朝,QQ 阅读
765,还你六十年,三水小草,3.8,玄幻、年代、情感,QQ 阅读
766,赛博剑仙铁雨,半麻,3.6,武侠、赛博、修仙,Kindle 商店
767,霸皇纪,踏雪真人,3.0,科幻、玄幻、争霸,Kindle 商店
768,人道纪元,亲吻指尖,4.0,都市、玄幻、史诗,番茄小说
769,学霸也要谈恋爱,学霸殿下,3.8,科幻、校园、恋爱,QQ 阅读
770,穿越者,骁骑校,2.1,玄幻、都市、穿越,QQ 阅读
771,克拉夫特异态学笔记,雪中菜鸡,3.5,科幻、悬疑、奇幻,QQ 阅读
772,此间的少年,江南,4.0,历史、校园、青春,微信读书
773,督军,普祥真人,2.4,科幻、民国、军政,微信读书
774,天神下凡,烽火戏诸侯,3.9,都市、玄幻、热血,Kindle 商店
775,女主从书里跑出来了怎么办,姬叉,2.1,历史、穿越、言情,Kindle 商店
776,巫师不朽,咸鱼洁南,2.9,悬疑、西幻、巫师,QQ 阅读
777,农夫三国,苍山虎,3.5,悬疑、三国、种田,番茄小说
778,影视世界旅行家,昨夜大雨,2.4,悬疑、影视、穿越,微信读书
779,如来必须败,鸟云,3.0,都市、神话、玄幻,起点读书
780,[综武侠]圣僧,鼎上软,3.5,武侠、武侠、综漫,Kindle 商店
781,仙箓,布谷聊,2.5,武侠、修真、玄幻,微信读书
782,升维之旅,求知求真,2.9,玄幻、科幻、维度,QQ 阅读
783,全球巨星从练习生开始,愤怒猕猴桃,2.9,武侠、娱乐、偶像,起点读书
784,山那边的领主,eskimol,3.9,武侠、西幻、领主,Kindle 商店
785,木兰无长兄,祈祷君,4.0,都市、穿越、历史,起点读书
786,太阳王之证,汉朝天子,3.0,悬疑、西幻、冒险,Kindle 商店
787,大唐双龙传,黄易,4.5,科幻、武侠、历史,番茄小说
788,仙丹给你毒药归我,小呆昭,2.8,历史、修真、言情,QQ 阅读
789,搬山,豆子惹的祸,3.5,历史、玄幻、冒险,番茄小说
790,致命武力之新世界,实在没选择,3.3,都市、无限流、战斗,起点读书
791,影视世界当神探,冰原三雅,2.8,玄幻、影视、推理,微信读书
792,捡到一只始皇帝,历史系之狼,3.1,历史、穿越、历史,起点读书
793,名侦探世界里的巫师,追梦人Love平,2.9,武侠、柯南、巫师,Kindle 商店
794,飞剑问道,我吃西红柿,2.6,玄幻、修真、仙侠,微信读书
795,无限先知,吴杰超,2.4,悬疑、无限流、先知,Kindle 商店
796,重生之等你长大,项庭生,2.4,科幻、重生、言情,Kindle 商店
797,带着火影重生日本东京,雨后不带刀,2.6,都市、火影、穿越,Kindle 商店
798,宅师,烛,3.5,都市、风水、都市,QQ 阅读
799,崛起之第三帝国,大罗罗,3.2,玄幻、二战、穿越,微信读书
800,秘巫之主,真愚老人,2.6,武侠、西幻、巫师,番茄小说
801,红楼之庶子风流,屋外风吹凉,2.9,武侠、红楼、权谋,QQ 阅读
802,蒸汽朋克下的神秘世界,九城君,2.9,历史、蒸汽朋克、奇幻,Kindle 商店
803,我的专属梦境游戏,碧蓝的世界,2.6,武侠、游戏、梦境,微信读书
804,寒门贵子,地黄丸,3.1,武侠、年代、励志,Kindle 商店
805,巅峰玩家,孤枫枭寒,3.0,都市、游戏、竞技,Kindle 商店
806,乱世铜炉,又是十三,3.8,科幻、武侠、奇幻,QQ 阅读
807,我在废土世界扫垃圾,有花在野,3.8,武侠、废土、生存,Kindle 商店
808,同学两亿岁,疯丢子,4.0,悬疑、科幻、校园,起点读书
809,在漫威当超级英雄的那些年,一吨大苹果,2.8,都市、漫威、穿越,起点读书
810,剑王朝,无罪,2.9,玄幻、武侠、权谋,起点读书
811,光头武僧在都市,易伤秋者,2.8,都市、武侠、都市,Kindle 商店
812,飞越泡沫时代,斜线和弦,3.1,武侠、娱乐、年代,番茄小说
813,柯南之我不是蛇精病,烟火酒颂,3.1,悬疑、柯南、穿越,起点读书
814,神煌,开荒,3.2,历史、玄幻、修真,微信读书
815,姜姬,多木木多,3.6,科幻、历史、权谋,微信读书
816,红楼如此多骄,嗷世巅锋,3.1,玄幻、红楼、穿越,番茄小说
817,余烬之铳,Andlao,3.2,历史、西幻、蒸汽,Kindle 商店
818,诸世大劫主,文抄公,3.1,武侠、无限流、劫主,QQ 阅读
819,征服天国,实心熊,3.2,科幻、历史、西方,起点读书
820,救世主强制上岗,小雨清晨,2.6,武侠、系统、救世,起点读书
821,冠军之心,林海听涛,3.0,都市、体育、足球,微信读书
822,崩坏星河,国王陛下,3.2,玄幻、科幻、星际,Kindle 商店
823,我本无意成仙,金色茉莉花,3.0,都市、修真、言情,Kindle 商店
824,星级猎人,陈词懒调,3.8,悬疑、科幻、冒险,Kindle 商店
825,都市模拟人生,明渐,2.5,都市、系统、模拟,起点读书
826,重生之围棋梦,七死八活,3.6,科幻、重生、围棋,QQ 阅读
827,春回大明朝,木允锋,3.5,悬疑、穿越、明朝,微信读书
828,出笼记,核动力战列舰,2.9,悬疑、科幻、末世,番茄小说
829,仙道长青,林泉隐士,2.9,玄幻、修真、种田,起点读书
830,恐怖网文,纯洁滴小龙,2.6,悬疑、无限流、恐怖,QQ 阅读
831,剑道独尊,剑游太虚,3.2,武侠、修真、剑道,番茄小说
832,画妖师,小鸽哥,3.4,玄幻、玄幻、妖怪,QQ 阅读
833,天魔神谭,手枪,3.9,武侠、玄幻、异世,QQ 阅读
834,空想之拳,杜停杯,3.1,悬疑、异能、都市,番茄小说
835,恶灵附身,剑上独觉,3.3,悬疑、灵异、悬疑,QQ 阅读
836,荣飞的梦幻人生,wanglong,3.7,悬疑、重生、年代,QQ 阅读
837,大魏宫廷,贱宗首席弟子,2.4,都市、历史、宫廷,QQ 阅读
838,大英公务员,青山铁杉,3.0,武侠、历史、职场,起点读书
839,改革开放魔法界[综英美],衿夜,3.6,科幻、魔法、综漫,微信读书
840,自旧世界,血染明月,3.9,玄幻、末世、生存,QQ 阅读
841,草根石布衣,中秋月明,2.4,历史、年代、励志,Kindle 商店
842,重生之超级战舰,彩虹之门,2.9,都市、科幻、星际,QQ 阅读
843,绝对交易,隐语者,2.8,都市、系统、交易,Kindle 商店
844,次元马甲系统,哆啦i梦,2.8,玄幻、系统、综漫,起点读书
845,赛博英雄传,吾道长不孤,3.2,悬疑、赛博、武侠,起点读书
846,大周皇族,皇甫奇,3.2,历史、玄幻、王朝,QQ 阅读
847,仙人消失之后,风行水云间,2.4,都市、修真、悬疑,QQ 阅读
848,不科学御兽,轻泉流响,2.2,武侠、玄幻、御兽,起点读书
849,请叫我邪神大人,剑上独觉,3.1,历史、克苏鲁、邪神,Kindle 商店
850,武极天下,蚕茧里的牛,3.1,悬疑、玄幻、升级,QQ 阅读
851,玄门封神,亲吻指尖,3.1,历史、封神、修真,Kindle 商店
852,末日蟑螂,伟岸蟑螂,3.1,悬疑、末世、系统,起点读书
853,神座崛起,神圣智狼,3.0,玄幻、玄幻、神座,Kindle 商店
854,首席御医,银河九天,3.3,武侠、医学、都市,微信读书
855,[综]直播破案现场,锦屏韶光,3.8,历史、推理、直播,QQ 阅读
856,古希腊之地中海霸主,陈瑞,3.5,历史、历史、西方,QQ 阅读
857,异常魔兽见闻录,无能的王,3.0,科幻、魔兽、奇幻,番茄小说
858,赫氏门徒,冷钻,3.9,都市、西幻、学院,微信读书
859,拜见教主大人,封七月,2.5,历史、修真、教主,Kindle 商店
860,高山牧场,醛石,3.2,武侠、田园、牧场,QQ 阅读
861,拳镇山河,梦入神机,4.0,悬疑、国术、玄幻,QQ 阅读
862,终极大神进化论,微云疏影,3.6,科幻、系统、进化,Kindle 商店
863,无限制神话,废纸桥,2.7,玄幻、无限流、神话,番茄小说
864,顶级气运，悄悄修炼千年,任我笑,2.4,历史、修真、气运,QQ 阅读
865,权财,尝谕,3.3,都市、都市、权谋,Kindle 商店
866,汉鼎余烟,蟹的心,3.2,悬疑、历史、汉朝,Kindle 商店
867,大地产商,更俗,3.2,武侠、都市、经商,起点读书
868,[快穿]其实我有一颗反派的心,讨厌夏天,3.2,悬疑、快穿、反派,番茄小说
869,一品修仙,不放心油条,2.7,玄幻、修真、朝堂,Kindle 商店
870,聊斋好莱坞,魔幻的石头,3.1,武侠、聊斋、影视,微信读书
871,火影之水遁最强,观水楼,3.2,都市、火影、同人,微信读书
872,血龙骄雄,读书之人,2.8,玄幻、历史、战争,Kindle 商店
873,娱乐之荒野食神,祥瑞御妹,2.4,历史、娱乐、美食,微信读书
874,大明妖孽,冰临神下,3.2,都市、历史、玄幻,Kindle 商店
875,真灵九变,睡秋,3.2,武侠、修真、玄幻,QQ 阅读
876,弗雷尔卓德的孤狼,薄荷小匠,3.3,武侠、LOL、同人,起点读书
877,末世第十年,扶华,4.2,历史、末世、言情,番茄小说
878,兵锋无双,沧海煮成酒,3.9,科幻、历史、战争,微信读书
879,通天之路,无罪,3.3,悬疑、修真、冒险,微信读书
880,三国之宅行天下,贱宗首席弟子,3.5,武侠、三国、种田,番茄小说
881,日曜转生（日耀转生）,章渝,3.8,历史、西幻、转生,起点读书
882,1911新中华,天使奥斯卡,3.6,悬疑、历史、穿越,微信读书
883,寇道,虫梦,3.0,武侠、历史、江湖,起点读书
884,一万种清除玩家的方法,棉衣卫,2.8,科幻、游戏、系统,微信读书
885,离天大圣,神秘男人,2.6,悬疑、玄幻、大圣,起点读书
886,大穿越时代,老老王,3.0,悬疑、穿越、历史,QQ 阅读
887,妖孽学霸,维斯特帕列,3.0,悬疑、校园、学霸,Kindle 商店
888,东汉末年枭雄志,御炎,3.2,玄幻、三国、枭雄,番茄小说
889,炼道长生,君煮,3.9,武侠、修真、长生,番茄小说
890,明朝那些事儿（全七册）,当年明月,4.5,武侠、历史、纪实,Kindle 商店
891,天外寄生,迷路的鱼,3.2,武侠、科幻、寄生,番茄小说
892,混在东瀛成大亨,老黑带刺,3.6,武侠、穿越、日本,Kindle 商店
893,狩魔猎人的异世之旅,天国的节操君,3.1,科幻、巫师、冒险,QQ 阅读
894,九流闲人,九城君,3.2,悬疑、江湖、异能,Kindle 商店
895,我还能活多久,北皇不归,4.0,玄幻、悬疑、生存,QQ 阅读
896,无限作死,虎皮猫大人,3.5,悬疑、无限流、搞笑,Kindle 商店
897,国家意志,野狼獾,4.2,武侠、军事、现实,QQ 阅读
898,大宋的智慧,孑与2,2.0,科幻、历史、宋朝,Kindle 商店
899,最强boss系统,封七月,2.6,科幻、系统、修真,Kindle 商店
900,异维度游戏,最终永恒,2.8,都市、游戏、维度,Kindle 商店
901,穷鬼的上下两千年,非玩家角色,2.3,武侠、穿越、历史,Kindle 商店
902,我欲封天,耳根,2.8,玄幻、玄幻、修仙,起点读书
903,反叛的大魔王,赵青杉,2.0,历史、奇幻、系统,微信读书
904,重生之恶徒,懵懂的猪,3.9,科幻、重生、逆袭,Kindle 商店
905,漫步在武侠世界,四咸,2.8,武侠、武侠、穿越,起点读书
906,穹顶之上,人间武库,2.6,武侠、科幻、末世,Kindle 商店
907,电影人传奇,青城无忌,3.2,科幻、影视、励志,微信读书
908,我当阴阳先生的那几年,崔走召,4.0,科幻、灵异、悬疑,微信读书
909,大小姐们请自重,叶枫,3.6,科幻、都市、言情,微信读书
910,大唐,荆柯守,3.7,玄幻、历史、玄幻,番茄小说
911,最终信仰,黑籍,3.2,科幻、科幻、信仰,Kindle 商店
912,小明修仙记,最多不过禽兽,4.2,玄幻、搞笑、修仙,起点读书
913,恶魔书,柳水心,3.6,历史、奇幻、冒险,QQ 阅读
914,神级狩魔人,隐约点,3.0,玄幻、玄幻、狩猎,起点读书
915,与婠婠同居的日子,李古丁,3.3,科幻、武侠、言情,Kindle 商店
916,仙魔变,无罪,3.5,历史、玄幻、仙侠,微信读书
917,我的美综世界,最爱向左,3.0,历史、美剧、穿越,微信读书
918,寂静王冠,风月,3.0,悬疑、奇幻、悬疑,微信读书
919,狼皇,爱吃辣鸡粉,3.6,历史、奇幻、狼族,番茄小说
920,在这个没有救世主的霍格沃茨,大海船,3.3,武侠、哈利波特、同人,QQ 阅读
921,万法无咎,巡山校尉,2.8,科幻、玄幻、法则,Kindle 商店
922,系统误我终身,逗天馨,3.9,悬疑、系统、搞笑,Kindle 商店
923,魔天记,忘语,2.9,科幻、玄幻、修仙,起点读书
924,我在东京教剑道,范马加藤惠,1.8,玄幻、日本、剑道,Kindle 商店
925,旅明,素罗汉,3.0,玄幻、历史、穿越,QQ 阅读
926,吕布的人生模拟器,会说话的胡子,2.6,玄幻、三国、模拟,QQ 阅读
927,晋末长剑,孤独麦客,2.8,历史、历史、战争,起点读书
928,1980之他来自未来,万恶的狗头,2.9,科幻、穿越、未来,起点读书
929,我的女神,周行文,3.4,科幻、都市、言情,QQ 阅读
930,鬼吹灯II,本物天下霸唱,4.6,历史、盗墓、悬疑,Kindle 商店
931,超级卡牌系统,黑乎乎的老妖,3.0,都市、系统、卡牌,起点读书
932,人渣的胁迫,萌妹和汉子,3.2,科幻、都市、悬疑,番茄小说
933,二十面骰子,索斯,3.4,都市、奇幻、骰子,番茄小说
934,无家,雪夜冰河,4.5,历史、战争、现实,Kindle 商店
935,李青的奇妙冒险,河流之汪,4.0,历史、冒险、奇幻,微信读书
936,湾区之王,磨砚少年,2.9,武侠、体育、橄榄球,番茄小说
937,一剑飞仙,流浪的蛤蟆,2.5,科幻、仙侠、飞仙,微信读书
938,仙道求索,虫豸,3.4,科幻、修仙、求索,番茄小说
939,异世邪君,风凌天下,2.6,都市、玄幻、邪君,微信读书
940,二分之一剧透,天泽时若,3.8,玄幻、悬疑、剧透,微信读书
941,天龙八部,金庸,4.5,科幻、武侠、江湖,Kindle 商店
942,无论魏晋,九州月下,3.1,玄幻、历史、穿越,微信读书
943,山河相制,我渴望力量,3.4,武侠、武侠、权谋,Kindle 商店
944,逍遥小书生,荣小荣,2.9,科幻、穿越、书生,起点读书
945,红缨记,东郊林公子,3.6,都市、历史、战争,微信读书
946,莲花宝鉴,油炸包子,3.6,武侠、玄幻、宝鉴,微信读书
947,邪恶组织注意事项,幕后老爷爷,3.0,玄幻、反派、搞笑,QQ 阅读
948,我的公公叫康熙,雁九,1.3,都市、穿越、宫廷,QQ 阅读
949,面具的肖像画,失落之节操君,4.0,玄幻、悬疑、肖像,Kindle 商店
950,同生,御井烹香,4.2,科幻、都市、情感,微信读书
951,世界树的游戏,咯嘣,3.0,历史、奇幻、养成,QQ 阅读
952,万历新明,摩碣,3.4,悬疑、历史、穿越,起点读书
953,夏日清凉记事,多木木多,4.0,武侠、年代、言情,Kindle 商店
954,没时间了快上车,我爱叉姬,3.0,历史、科幻、冒险,微信读书
955,相声大师,唐四方,3.2,悬疑、曲艺、励志,Kindle 商店
956,从杀猪开始修仙,张老西,2.9,玄幻、搞笑、修仙,Kindle 商店
957,寻秦记,黄易,4.3,玄幻、穿越、历史,起点读书
958,大争之世,月关,3.6,科幻、战国、权谋,微信读书
959,黑石密码,三脚架,2.9,历史、商业、悬疑,番茄小说
960,大数据修仙,陈风笑,1.9,玄幻、科幻、修仙,番茄小说
961,黄金渔场,全金属弹壳,3.0,历史、田园、渔业,QQ 阅读
962,帝国重器,周硕,2.4,悬疑、工业、历史,Kindle 商店
963,对冲,月影梧桐,2.6,历史、商业、金融,微信读书
964,子承父夜,仲夏baka,3.4,悬疑、悬疑、家庭,Kindle 商店
965,横行霸道,踏雪真人,3.2,玄幻、玄幻、争霸,Kindle 商店
966,文娱低手，只演弱智,我渴望力量,3.5,悬疑、娱乐、搞笑,QQ 阅读
967,天择,卷土,3.1,玄幻、玄幻、天择,QQ 阅读
968,茅山后裔,大力金刚掌,3.6,武侠、茅山、灵异,QQ 阅读
969,美利坚名利双收,白色十三号,3.4,都市、美国、娱乐,微信读书
970,我的妹妹是偶像,赵青杉,2.1,悬疑、娱乐、言情,QQ 阅读
971,红星照耀扶桑,木长青王,3.3,悬疑、历史、穿越,起点读书
972,桃花,烽火戏诸侯,3.0,悬疑、都市、言情,起点读书
973,帝霸,厌笔萧生,1.9,武侠、玄幻、无敌,番茄小说
974,游戏民国,大罗罗,2.9,悬疑、历史、游戏,Kindle 商店
975,圣王,梦入神机,2.2,悬疑、玄幻、圣王,QQ 阅读
976,老婆爱上我,傲无常,3.6,科幻、都市、言情,QQ 阅读
977,魔界的女婿,点精灵,3.5,玄幻、奇幻、女婿,QQ 阅读
978,死在火星上,天瑞说符,3.6,都市、科幻、火星,Kindle 商店
979,无限英灵神座,城之天,3.2,武侠、无限流、英灵,起点读书
980,龙套传奇,白雨涵,3.4,武侠、武侠、龙套,起点读书
981,雪鹰领主,我吃西红柿,2.8,都市、玄幻、领主,起点读书
982,执魔,我是墨水,2.8,历史、玄幻、魔修,微信读书
983,裁决,七十二编,3.0,都市、都市、裁决,Kindle 商店
984,仙路桃花传,陆双鹤,2.4,都市、仙侠、言情,微信读书
985,逆天邪神,火星引力,2.5,都市、玄幻、邪神,微信读书
986,言咒师,至爱,4.0,科幻、奇幻、言咒,微信读书
987,黑巫师朱鹏,狂翻的咸鱼2,2.4,历史、西方、巫师,Kindle 商店
988,天道图书馆,横扫天涯,1.4,历史、系统、图书馆,Kindle 商店
989,魔王神官II,肥面包,3.6,玄幻、奇幻、魔王,Kindle 商店
990,莫求仙缘,蒙面怪客,2.3,都市、仙侠、凡人流,微信读书
991,全球论剑,网络黑侠,2.9,玄幻、游戏、竞技,Kindle 商店
992,祝姑娘今天掉坑了没,我想吃肉,3.8,武侠、武侠、言情,QQ 阅读
993,我要出租自己,五陵,2.8,历史、都市、奇幻,番茄小说
994,我真的是气功大师,酒肉香,2.8,都市、都市、搞笑,Kindle 商店
995,北雄,河边草,2.8,科幻、历史、争霸,QQ 阅读
996,戏精穿进苦情剧,扶华,3.9,历史、穿越、戏精,Kindle 商店
997,满唐华彩,怪诞的表哥,2.5,历史、唐朝、穿越,番茄小说
998,诸天谍影,兴霸天,3.0,历史、无限流、谍战,Kindle 商店
999,官道无疆,瑞根,3.2,都市、官场、权谋,微信读书
1000,美利坚财富人生,羞涩的小恶魔,2.8,都市、美国、经商,Kindle 商店
1001,地球上线,莫晨欢,3.4,都市、无限流、末世,微信读书
1002,大恶魔,天风黑月,3.9,历史、奇幻、恶魔,起点读书
1003,谋断九州,冰临神下,2.6,悬疑、历史、权谋,番茄小说
1004,诸界第一因,裴屠狗,2.6,都市、玄幻、因果,起点读书
1005,魔道祖师,墨香铜臭,2.3,悬疑、耽美、仙侠,Kindle 商店
1006,九星毒奶,育,2.5,悬疑、玄幻、毒奶,微信读书
1007,战起1938,疯丢子,4.0,武侠、二战、穿越,起点读书
1008,我要做门阀,要离刺荆轲,2.5,科幻、历史、门阀,微信读书
1009,邪风曲,血红,3.5,武侠、仙侠、邪道,微信读书
1010,命运的抉择,黑色柳丁,3.8,历史、历史、抉择,QQ 阅读
1011,妄心,被ko格斗家元元,3.2,历史、都市、情感,微信读书
1012,龙族（1-4合集）,江南,3.5,玄幻、奇幻、青春,微信读书
1013,不聊斋,陈留堂,2.9,科幻、灵异、志异,微信读书
1014,交锋,可大可小,3.4,悬疑、商战、悬疑,微信读书
1015,唐残,猫疲,3.1,科幻、唐朝、穿越,起点读书
1016,法爷永远是你大爷,翔炎,2.3,悬疑、西方、魔法,微信读书
1017,模拟：从奇葩动物开始,长桥尽头,3.4,都市、系统、模拟,Kindle 商店
1018,大家请我当皇帝,四代重奸,3.2,玄幻、穿越、帝王,Kindle 商店
1019,龙骑战机,华表,3.4,科幻、科幻、机甲,番茄小说
1020,二次元黄毛系统,哆啦i梦,3.0,武侠、系统、二次元,Kindle 商店
1021,星河大帝,梦入神机,2.5,玄幻、科幻、大帝,QQ 阅读
1022,重生之宅男完美生活,八爪章鱼,2.4,都市、都市、重生,起点读书
1023,醉枕江山,月关,3.0,科幻、唐朝、权谋,QQ 阅读
1024,湛蓝徽章,Deathstate,3.5,玄幻、奇幻、徽章,Kindle 商店
1025,虫屋,金柜角,3.2,历史、灵异、虫怪,Kindle 商店
1026,最佳特摄时代,粉笔白,3.2,都市、特摄、娱乐,起点读书
1027,武侠世界自由行,大江入海,2.4,武侠、武侠、穿越,Kindle 商店
1028,我的魔法时代,海逸小猪,2.5,武侠、西方、魔法,番茄小说
1029,宗教裁判所,八部浮屠,4.1,科幻、西方、裁判所,番茄小说
1030,火影之传说,kid1412,3.3,玄幻、火影、同人,QQ 阅读
1031,遗忘国度之神秘徽章,貌似高手,4.2,都市、奇幻、冒险,QQ 阅读
1032,重生之财源滚滚,老鹰吃小鸡,2.7,悬疑、重生、经商,番茄小说
1033,聊斋求道,煮水饺,2.8,悬疑、灵异、求道,番茄小说
1034,巫颂,血红,3.6,科幻、仙侠、巫道,起点读书
1035,大道纪,裴屠狗,2.8,都市、玄幻、大道,番茄小说
1036,?挽明,富春山居,2.9,玄幻、明末、穿越,Kindle 商店
1037,我成了过气武林神话,五方行尽,2.7,玄幻、武侠、搞笑,番茄小说
1038,我被丧尸咬了,寒夜孤灯一手撸,2.4,科幻、末世、丧尸,Kindle 商店
1039,我是大玩家,会说话的肘子,2.0,历史、都市、系统,番茄小说
1040,银河霸主饲养手记,月面,2.6,科幻、科幻、饲养,番茄小说
1041,从斩妖除魔开始长生不死,陆月十九,2.7,悬疑、灵异、长生,起点读书
1042,盖世双谐,三天两觉,2.8,科幻、搞笑、系统,微信读书
1043,我在东京创造都市传说,役满,3.0,都市、日本、灵异,微信读书
1044,光荣之路,贺兰才人,3.9,武侠、西方、战争,起点读书
1045,末日在线,朴零,3.6,科幻、末世、在线,Kindle 商店
1046,小镇青年在美国,秽多非人,2.4,都市、美国、励志,Kindle 商店
1047,大明之五好青年,木允锋,3.7,都市、明朝、穿越,微信读书
1048,超凡双生,寿限无,2.5,悬疑、都市、异能,QQ 阅读
1049,兴汉室,武陵年少时,3.1,科幻、三国、复兴,Kindle 商店
1050,魏野仙踪,盗泉子,3.1,科幻、仙侠、野史,微信读书
1051,我的女友是仙子,先飞看刀,3.5,玄幻、仙侠、言情,起点读书
1052,大明武夫,特别白,3.1,历史、明朝、武夫,微信读书
1053,基建从游戏开始,雾入,3.5,武侠、系统、基建,番茄小说
1054,傲世九重天,风凌天下,2.5,历史、玄幻、九重天,微信读书
1055,重生之文华,风吹陌梁,2.9,都市、重生、文化,QQ 阅读
1056,拼搏年代,白色十三号,3.4,科幻、年代、创业,番茄小说
1057,橙红年代,骁骑校,2.7,玄幻、都市、现实,微信读书
1058,魔改文明,梦若云,3.4,玄幻、科幻、魔改,微信读书
1059,然后我成为了猎人,黑巴洛克,3.1,武侠、奇幻、猎人,番茄小说
1060,法师三定律,笑狮拔剑,4.0,悬疑、奇幻、法师,番茄小说
1061,战国福星大事记,冬天里的熊,4.0,玄幻、战国、福星,Kindle 商店
1062,流氓高手II,无罪,4.2,悬疑、游戏、竞技,Kindle 商店
1063,旧神残梦,恒星仪,3.3,科幻、奇幻、旧神,QQ 阅读
1064,我开动物园那些年,拉棉花糖的兔子,3.9,科幻、都市、萌宠,QQ 阅读
1065,重生支配者,历史里吹吹风,2.5,历史、重生、支配,Kindle 商店
1066,我真没想当救世主啊,火中物,2.5,悬疑、科幻、救世,番茄小说
1067,光怪陆离侦探社,吾即正道,3.1,历史、灵异、侦探,微信读书
1068,封档千年我最弱的小弟都成了魔王,七重身,2.9,悬疑、玄幻、封档,微信读书
1069,1949我来自未来,堂皇的荒唐,3.0,科幻、历史、未来,Kindle 商店
1070,铁鹤书,永恒的夏亚,3.8,武侠、武侠、悬疑,番茄小说
1071,超级电力强国,给您添蘑菇啦,3.3,历史、工业、电力,番茄小说
1072,我是虚拟现实游戏公司总裁,恶魔钢笔,2.4,玄幻、科技、总裁,微信读书
1073,回到明朝当暴君,天煌贵胄,2.9,历史、明朝、穿越,番茄小说
1074,高衙内新传,斩空,3.1,历史、水浒、同人,起点读书
1075,从解除人体限制开始,丧尸舞,2.9,悬疑、科幻、异能,起点读书
1076,间桐慎二之我还能活多久,暗角,3.1,都市、火影、同人,Kindle 商店
